Date,Activity Type,Upvotes,Content
2023-10-25 12:37:20,Comment,1,That is the dream!
2023-10-25 12:36:55,Comment,2,Luna is Spanish is moon
2023-10-25 12:36:19,Comment,3,Me too xD
2023-10-25 12:35:55,Comment,3,Good luck with that xD
2023-10-25 12:35:24,Comment,3,They need money to eat xD
2023-10-25 12:34:37,Comment,1,You're welcome xD
2023-10-25 12:33:37,Comment,1,I didn't knew that!
2023-10-25 12:32:55,Comment,1,Jail time!
2023-10-25 08:23:14,Comment,3,Done! Now I'm waiting for my fortune!
2023-10-25 08:22:30,Comment,4,Good morning early adopters and future millionaires! Have a great day!
2023-10-24 23:51:58,Comment,5,Q2 of 2025!
2023-10-24 23:20:08,Comment,1,Bears got rekt!
2023-10-24 23:18:07,Comment,2,And we are back to 34k!
2023-10-24 23:14:56,Comment,2,Never tried it. I would have probably already died from hearth attack.
2023-10-24 23:13:43,Comment,1,Time in the market is better than timing the market.
2023-10-24 23:13:12,Comment,1,Me too. But i don't respect this guy.
2023-10-24 23:12:22,Comment,1,DCA is the way. I stay away from leverage
2023-10-24 23:11:41,Comment,1,He will be back if bitcoin goes below 32k
2023-10-24 23:10:57,Comment,1,Stay safe bronuts!
2023-10-24 23:10:07,Comment,1,That feeling when your portfolio goes up 5% and you still are 90% down from your investment
2023-10-24 23:08:28,Comment,2,Yes I agree 100%
2023-10-24 21:03:59,Comment,2,I just feel sorry for his kids
2023-10-24 21:03:05,Comment,3,That's an expensive hooker
2023-10-24 19:28:24,Comment,1,El Capo curse :x
2023-10-24 19:27:57,Comment,2,I hope you are right xD
2023-10-24 19:26:25,Comment,1,One day... xD
2023-10-24 19:12:45,Comment,1,He said it was her who filled the papers. He also said he was with Cassie. Probably he wanted to keep her wife while also be with Cassie
2023-10-24 19:10:29,Comment,2,"I saw that live, i have never seen that on twitter xD"
2023-10-24 18:32:07,Comment,1,It was on my bucket list to buy in this bear but i postponed a few times.
2023-10-24 18:30:38,Comment,3,And El Capo came back to life
2023-10-24 18:30:11,Comment,4,Bull run canceled! Bear in control xD
2023-10-24 16:44:41,Comment,1,"I never touched anything like this, i just buy spot and hodl"
2023-10-24 16:43:53,Comment,1,Just stay away from anything ftx related
2023-10-24 16:43:22,Comment,1,They take the blood of babies!
2023-10-24 15:54:31,Comment,3,12k BTC heree we go xD
2023-10-24 15:53:29,Comment,2,In 2023 I've been DCAing a max of 20% of my salary per month but I only buy in big red days. There were months where I didn't buy anything because we were bullish.
2023-10-24 15:50:00,Comment,2,"Crypto dumped in the last 1h, Capo is back to think that Bitcoin is going to 3.5k!"
2023-10-24 13:59:01,Comment,2,You forgot to put a couple of millions in Gensler pocket
2023-10-24 13:57:39,Comment,1,Ahah true story of crypto bros
2023-10-24 13:56:35,Comment,1,Loadiiiiiing for an explosive bull market!
2023-10-24 13:56:01,Comment,3,Nice one bronut!
2023-10-24 13:55:16,Comment,1,"2024 the year of spot btc etf's!
I wouldn't even be surprised if they approve one in 2023"
2023-10-24 11:44:40,Comment,1,I hope so xD
2023-10-24 11:44:20,Comment,1,Ah okay that's fine
2023-10-24 11:43:55,Comment,1,Yeah i have yet to talk to him in this last few days but I'm guessing he's pissed now
2023-10-24 11:43:08,Comment,2,Yeah and we should be proud of ourselves!
2023-10-24 09:38:21,Comment,2,"I'm not the kind of person to say ""buy crypto"" to my friends because i would feel guilty if they lose money BUT i have a friend that told me in December of last year that he had 100k to put on Btc but he was going to wait until Btc hits 15k again. I convinced him to split 50% in eth too and I told him that maybe the bottom was in November of last year but he told me that he didn't believe in that. He's still waiting to make his first buy."
2023-10-24 09:34:39,Comment,1,like i say everyday...we are early adopters!
2023-10-24 09:33:29,Comment,1,captain obvious xD
2023-10-24 09:33:11,Comment,1,everything is better that something that is dead xD
2023-10-24 09:32:30,Comment,2,and there are people still waiting for 12k bitcoin ahah
2023-10-24 09:31:48,Comment,2,i always said this.
2023-10-24 09:30:43,Comment,2,i'm listening to GREEN DAY
2023-10-24 09:30:10,Comment,2,"retail entering the market. the only meme coin that i have in wojak, i've put $25 almost at the top ahahah"
2023-10-24 09:28:51,Comment,4,i think this too. it will payoff in the long run.
2023-10-24 09:08:38,Comment,2,I thought 30k was the top for this year but I'm glad i was wrong.
2023-10-24 09:07:51,Comment,1,it is SAFE so what can go wrong?
2023-10-24 09:07:06,Comment,2,100% pump in a few days!
2023-10-24 09:06:24,Comment,2,I hope it will not be a sell the news event
2023-10-24 09:06:00,Comment,1,"I'm excited for my first distribution tomorrow!

So far I have only 1 donut in my metamask ahaha"
2023-10-24 08:57:27,Comment,2,Good morning early adopters and future millionaires! Have a green day! I'm mining fiat in my house today!
2023-10-24 08:56:37,Comment,1,I think sellers are exhausted
2023-10-23 20:19:42,Comment,1,Well that's similar xD
2023-10-23 20:19:14,Comment,1,Nobody will dethrone eth!!
2023-10-23 20:18:36,Comment,2,Keep going!
2023-10-23 20:13:16,Comment,1,Yeah maybe it's the beginning! It's better to just go up slow and steady than a parabolic rise. I would like to accumulate more below $1000 but i have a good bag already.
2023-10-23 19:46:18,Comment,1,Eth crushing!!
2023-10-23 19:44:56,Comment,3,Great post OP. Upvoted!
2023-10-23 19:03:08,Comment,1,Except the ones pro-crypto xD or at least i want to believe that they are cool
2023-10-23 19:01:19,Comment,2,Yeah and people waiting for sub 20k bitcoin will fomo in the next few months
2023-10-23 18:59:43,Comment,1,Why not sell in 2025????
2023-10-23 18:59:22,Comment,1,Are you a wizard?? xD
2023-10-23 18:58:43,Comment,1,DCA is the best strategy for normal people that don't want to get stressed with trading or using leverage
2023-10-23 17:43:11,Comment,2,"Then in 2025 USA will cut rates multiple times, blow off top for crypto!!"
2023-10-23 17:42:18,Comment,2,"Halvening, spot etf's and regulation in USA in 2024. Bullish!!!!!"
2023-10-23 17:39:16,Comment,1,!mykarma
2023-10-23 17:37:50,Comment,3,10k by end of the day xD
2023-10-23 17:36:58,Comment,1,2025 is very likely to hit that
2023-10-23 17:36:36,Comment,1,Everybody loves! Except bears ahah
2023-10-23 17:35:34,Comment,1,That's what I thought!
2023-10-23 17:34:18,Comment,1,I'm a newbie too. Can't wait for my first distribution in  2 days!!!
2023-10-23 15:53:57,Comment,2,Ahah true
2023-10-23 15:17:09,Comment,-1,Totally agree!!!!
2023-10-23 15:16:41,Comment,0,This!!!!!
2023-10-23 15:16:11,Comment,1,That's my opinion too
2023-10-23 15:14:58,Comment,1,One day this big boys will dump on us. Hope this end well but black rock is evil so I don't know....
2023-10-23 15:13:46,Comment,1,The is the way. The way to make profits without stressing about it.
2023-10-23 15:12:40,Comment,1,What a meme ahah
2023-10-23 15:11:02,Comment,2,Ahah the comments are too funny
2023-10-23 15:09:50,Comment,1,Stop war!
2023-10-23 15:08:57,Comment,2,SEC is so facking corrupt...
2023-10-23 15:08:07,Comment,1,I hope it doesn't or we are fucked
2023-10-23 15:07:04,Comment,2,DCA is the way
2023-10-23 15:06:13,Comment,2,Are you a wizard? xD
2023-10-23 15:05:46,Comment,2,DCA is the way
2023-10-23 15:05:24,Comment,1,I don't have a crystal ball but I think the bottom is in.
2023-10-23 13:21:27,Comment,1,Coin Tell A Lie
2023-10-23 13:20:25,Comment,1,Thanks! I'm mining fiat in my own house xD
2023-10-23 13:19:34,Comment,1,And should be punished with ban!!
2023-10-23 13:19:05,Comment,1,"Yeah, greedy people"
2023-10-23 13:18:41,Comment,1,I don't feel sorry for them
2023-10-23 11:40:40,Comment,1,I can relate
2023-10-23 11:40:12,Comment,2,This is the way
2023-10-23 11:35:31,Comment,1,Banks are just evil
2023-10-23 11:35:12,Comment,0,Always!!!
2023-10-23 11:34:29,Comment,4,Good morning early adopters and future millionaires! Have a great day!
2023-10-23 11:33:47,Comment,1,I don't play with leverage. I would be stressed all the time
2023-10-23 00:06:11,Comment,2,That would be awesome
2023-10-23 00:05:38,Comment,2,Thanks. Good answer
2023-10-23 00:04:46,Comment,1,Totally agree!!!
2023-10-23 00:04:07,Comment,1,I don't get to pay thousands or millions for images. NFT can have much better use cases than that
2023-10-23 00:02:36,Comment,1,I trust Binance because SBF wanted to take out Binance and he couldn't do it.
2023-10-23 00:01:25,Comment,1,I have to be honest and admit that i have everything on a cex. I still find it too confuse to use other things.
2023-10-22 23:59:44,Comment,2,Go bronuts go!!
2023-10-22 23:59:16,Comment,3,Done
2023-10-22 23:58:43,Comment,1,Good night early adopters and future millionaires! Sweet dreams! Dream about all the profits that you will take in 2025!!
2023-10-22 22:20:12,Comment,1,Toxic community
2023-10-22 22:19:41,Comment,2,Great news bronut
2023-10-22 22:18:14,Comment,2,Have a good night bronut
2023-10-22 21:11:52,Comment,1,They want to accumulate more
2023-10-22 21:11:32,Comment,1,I think they will approve around the time of the halvening. The big boys don't want them to approve them just yet.
2023-10-22 21:10:34,Comment,1,We are loading to a massive bull run!
2023-10-22 21:09:44,Comment,1,There is always fud but no project will ever kill eth!
2023-10-22 21:08:37,Comment,2,"There are a lot of use cases, it's just a matter of can we implement them or not"
2023-10-22 21:07:25,Comment,1,Because there was always doubts about their reserves
2023-10-22 21:06:53,Comment,1,Yeah let's see what comes from that publish!
2023-10-22 20:26:09,Comment,2,Research more and go for it if it's a good idea!
2023-10-22 20:25:08,Comment,1,Hopium is always good!
2023-10-22 20:23:45,Comment,2,And it's not bad!
2023-10-22 19:35:44,Comment,1,We need good people with good values!
2023-10-22 19:35:14,Comment,1,It's just human nature. And then they turn back on their community and friends and dumped on them. So sad.
2023-10-22 19:31:56,Comment,1,Ahah true
2023-10-22 19:30:25,Comment,1,I think it's realistic in 2025.
2023-10-22 19:29:35,Comment,2,That's a lot bronut!
2023-10-22 19:29:01,Comment,2,What do you pizza guy? xD
2023-10-22 19:27:58,Comment,1,92th
2023-10-22 19:27:31,Comment,2,That's too much hopium bronut
2023-10-22 19:26:38,Comment,1,Huge discount!
2023-10-22 19:25:29,Comment,1,!mykarma
2023-10-22 19:23:57,Comment,6,Good evening early adopters and future millionaires! How was your weekend?
2023-10-22 19:22:05,Comment,1,In bull mode this thinks are like OMG this is amazing gotta buy buy buy
2023-10-22 19:21:26,Comment,1,Well in bear markets nobody cares about that
2023-10-22 19:20:37,Comment,1,Yeah that sucks
2023-10-22 19:19:55,Comment,2,Ouch that hurt
2023-10-22 19:19:36,Comment,1,More adoption please!
2023-10-22 19:19:15,Comment,3,Maybe cc ahah
2023-10-22 19:18:38,Comment,1,I think it's a good idea too!
2023-10-22 11:03:13,Comment,2,That's so sad
2023-10-22 11:02:54,Comment,1,Greedy people
2023-10-22 11:02:06,Comment,2,Gaaaaaassss feeeeeeeessss
2023-10-22 11:01:17,Comment,4,Good morning early adopters and future millionaires! Have a nice Sunday!
2023-10-21 22:58:55,Comment,1,Like all the predictions from crypto specialists xD
2023-10-21 22:58:24,Comment,1,I agree!
2023-10-21 22:57:29,Comment,2,Good night early adopters and future millionaires! Going to bed! Dream about the next bull!
2023-10-21 22:55:30,Comment,2,"It's a while since they banned bitcoin last time, I'm expecting a new one in the next few months xD"
2023-10-21 22:54:43,Comment,1,That's totally accurate!
2023-10-21 22:54:16,Comment,1,Congrats!
2023-10-21 22:54:04,Comment,1,DCA is the way!
2023-10-21 22:52:48,Comment,1,Great analysis!
2023-10-21 09:57:49,Comment,1,Bronuts future millionaires xD
2023-10-21 09:56:56,Comment,1,Ahah do that please
2023-10-21 09:56:28,Comment,1,This is the way!
2023-10-21 09:31:59,Comment,1,Nothing to see here SEC. Go away.
2023-10-21 09:31:03,Comment,2,Thanks for info op!
2023-10-21 09:30:37,Comment,1,Great! I use euro so this is great news!
2023-10-21 09:29:53,Comment,3,One of the best advices in crypto
2023-10-21 09:28:42,Comment,1,Good morning early adopters and future millionaires! Have a nice weekend!
2023-10-20 23:56:31,Comment,1,Good post but I'm too dumb to try this kind of things xD
2023-10-20 23:54:59,Comment,1,Good luck with your thesis op
2023-10-20 23:54:29,Comment,1,We are going to the mooon! [not the token because that is dead]
2023-10-20 23:53:29,Comment,2,Me too! Me likey donuts
2023-10-20 23:52:28,Comment,1,We are loading booooys
2023-10-20 23:50:45,Comment,2,Everybody makes mistakes op
2023-10-20 23:50:20,Comment,1,And eth is life!
2023-10-20 23:49:44,Comment,2,You will make a lot of profit bronut!
2023-10-20 23:49:18,Comment,3,Good luck with that!
2023-10-20 23:47:37,Comment,3,"It's human nature, we panic a lot"
2023-10-20 23:47:10,Comment,2,See u tomorrow!
2023-10-20 23:46:40,Comment,1,I hope it's a sweet dream and not a nightmare xD
2023-10-20 23:46:17,Comment,3,Good night early adopters and future millionaires! Going to bed and dream about the bull of 2025
2023-10-20 23:44:59,Comment,1,"It's one of the characteristics of bronuts, creativity"
2023-10-20 23:44:17,Comment,1,I believe in eth vitalik!
2023-10-20 23:43:43,Comment,-1,Paper hands wale
2023-10-20 23:43:04,Comment,1,Much worse!
2023-10-20 23:42:13,Comment,1,Grab a donut and take a chill pill
2023-10-20 23:41:43,Comment,1,Some people are just greedy!
2023-10-20 23:41:16,Comment,1,I don't give financial advises or the SEC will sue me!
2023-10-20 14:58:43,Comment,1,That lizzard is holding for his dear life
2023-10-20 14:57:58,Comment,1,Go Elon go! Attack attack
2023-10-20 14:57:24,Comment,3,ahahah you are a true BRONUT!
2023-10-20 14:56:19,Comment,1,fomo in donuts was a nice play!!
2023-10-20 14:55:36,Comment,3,proud owner of 0.1 cents
2023-10-20 14:54:27,Comment,0,agreed!
2023-10-20 14:54:09,Comment,1,we are just loooooading
2023-10-20 14:53:32,Comment,1,ahaha that would be the end of the world
2023-10-20 14:52:56,Comment,1,the market is loading to explode in 2024!
2023-10-20 14:52:39,Comment,2,agree too
2023-10-20 14:52:10,Comment,2,hang in there bronut
2023-10-20 13:08:20,Comment,2,Glad i didn't fomo
2023-10-20 13:06:51,Comment,1,Done!
2023-10-20 13:06:34,Comment,3,I don't know about retire but I think it will not be hard to buy a house and a carr with my profits in 2025
2023-10-20 13:05:41,Comment,2,It's something that pleasants me yes
2023-10-20 13:04:58,Comment,2,Good morning early adopters and future millionaires!
2023-10-20 12:59:41,Comment,1,Donuts until the end
2023-10-20 12:58:57,Comment,2,Ahahah I'm portuguese so I knew that and never made the association xD
2023-10-20 12:57:45,Comment,2,"People are greedy, we all stupid mistakes in crypto because we always want more."
2023-10-20 12:56:56,Comment,1,Bronuts unite cannot be divided!
2023-10-20 12:56:04,Comment,1,Moonliebers xD
2023-10-19 23:47:34,Comment,2,Good night early adopters and future millionaires! Sweet dreams!
2023-10-19 22:06:44,Comment,2,This is the last dance of the SEC
2023-10-19 21:19:47,Comment,1,2025 is definitly the year that i expect to make life changing money
2023-10-19 21:19:01,Comment,1,we also need inflation to go down and with this war in israel right now i don't know if the inflation will go down easy
2023-10-19 21:17:55,Comment,2,"i got greedy last bull, i entered crypto in july 2021, i put a good amount of money and by november i had 4x my money, i had enough money to buy a house but ""bitcoin was going to 100k"" so my plan was to sell when btc reached 100k...the rest is history"
2023-10-19 21:15:47,Comment,1,"i regret DCAing into some alts, i'm DCAing those alts at -90% their previous ATH but still it sucks to see them lose so much against btc and eth. i should had just put every cent on eth and btc!!"
2023-10-19 21:10:45,Comment,2,those guys are just a big pile os shit
2023-10-19 21:09:59,Comment,1,jail them!
2023-10-19 20:23:26,Comment,8,Back from the fiat mines! Have you accumulated anything today?
2023-10-19 15:15:27,Comment,1,Last months to deploy our cash! Then we just watch our gains take form.
2023-10-19 15:14:44,Comment,1,Yeah. Basically we all knew that 2023 would be accumulating year and we all know that 2024 will be the year the next bull will star to take form. 2025 the year where we top above 100k
2023-10-19 15:11:28,Comment,1,Why not both?
2023-10-19 14:02:30,Comment,1,i can't wait for an epic bull run!
2023-10-19 14:01:58,Comment,2,enjoy this community!
2023-10-19 10:05:57,Comment,2,Always good info!
2023-10-19 10:05:22,Comment,1,2030 they gonna accept donuts
2023-10-19 10:03:52,Comment,6,Altcoins still continue to get rekt and making new bear market lows
2023-10-19 10:03:01,Comment,1,SBF also used customer funds to buy LOL skins xD
2023-10-19 10:01:30,Comment,3,I'm jealous of you! You have nice officemates xD
2023-10-19 09:19:36,Comment,1,Moon boys and girls you are welcome if you are a positive person!
2023-10-19 09:18:11,Comment,0,Yeah but it costs you nothing to upvote! Or at least don't downvote.
2023-10-19 09:16:58,Comment,1,Donuts are healthier than mac and fries xD
2023-10-19 09:16:06,Comment,1,I want one too. One juicy donut!
2023-10-19 09:15:34,Comment,1,"Thanks. I have no work to today, life is good xD"
2023-10-19 09:14:45,Comment,2,We the bronuts xD
2023-10-19 08:19:47,Comment,2,If you want to ride it to 0 xD
2023-10-19 08:17:48,Comment,1,"500 eth, 500 kadena"
2023-10-19 07:14:42,Comment,1,Can you explain me ratio? So it was like 100 donuts per karma point?
2023-10-19 07:12:27,Comment,2,I started this 9 days but I didn't came from CC xD
2023-10-19 07:10:58,Comment,3,Good morning early adopters and future millionaires! Going to the fiat mines now.
2023-10-19 07:10:27,Comment,2,We won after all! We are the superior race xD
2023-10-19 00:06:09,Comment,1,"A Cex with good values, hard to find one but i like kraken"
2023-10-19 00:04:17,Comment,1,Sorry for you buddy
2023-10-19 00:03:39,Comment,1,He's going to ride until until 0 xD
2023-10-19 00:02:42,Comment,1,Million of moons? Holy shit
2023-10-19 00:02:13,Comment,2,Holy shit this people are just a big pile of smelly shit
2023-10-19 00:01:23,Comment,5,Didn't knew that fuck
2023-10-19 00:00:43,Comment,1,Boo this people
2023-10-19 00:00:11,Comment,2,Not so smooth criminals
2023-10-18 23:58:48,Comment,1,Greedy people that only care about them!
2023-10-18 23:57:55,Comment,5,Scumbags! Don't let them enter our community!
2023-10-18 23:56:52,Comment,3,Good night early adopters and future millionaires! Going to bed. Sweet dreams. Dream about becoming a millionaire in 2025!
2023-10-18 23:55:52,Comment,1,Because Bronuts sounds better than Monnnuts xD
2023-10-18 22:49:05,Comment,1,Agreed! We needed!
2023-10-18 22:46:28,Comment,1,Sam Bankman Fried bought reddit and wants revenge!!!
2023-10-18 22:44:59,Comment,1,Nice work op!!
2023-10-18 22:39:58,Comment,1,I'm not quitting!
2023-10-18 22:39:23,Comment,0,And we are in a very positive community! At least so far.
2023-10-18 22:38:14,Comment,0,2029 xD
2023-10-18 22:37:49,Comment,0,That's my biggest fear
2023-10-18 22:37:30,Comment,1,I'm more bullish than ever!!!
2023-10-18 22:28:37,Comment,1,We would regret not having buy in this dump
2023-10-18 21:04:47,Comment,1,Good job sir!
2023-10-18 21:04:31,Comment,2,True this community is great
2023-10-18 21:04:01,Comment,2,Yeah me too!
2023-10-18 21:03:34,Comment,1,I don't feel sorry!
2023-10-18 20:12:49,Comment,3,Done. I did my part!
2023-10-18 20:11:02,Comment,1,I believe it now more than before xD
2023-10-18 19:29:41,Comment,1,Moon died
2023-10-18 19:29:21,Comment,1,Thank you kind bot!
2023-10-18 19:28:30,Comment,4,Bronuts beating records and it's just the beginning
2023-10-18 19:28:00,Comment,5,Hello early adopters and future millionaires! How are you this day?
2023-10-18 19:27:22,Comment,2,Yeah what a great community. I hope it doesn't get ruined in future
2023-10-18 19:26:39,Comment,1,Upvoted for positivity!
2023-10-18 14:35:26,Comment,1,That's my nickname yes xD
2023-10-18 14:35:06,Comment,1,Yeah we will rise from the death!!!!
2023-10-18 14:34:30,Comment,3,We are going to be biiiiiigggg
2023-10-18 13:43:27,Comment,2,Donuts are stronger than ever!!!!
2023-10-18 13:42:39,Comment,7,Everybody should be bullish on donuts!
2023-10-18 13:41:38,Comment,1,I joined ethtrader 6 days ago xD
2023-10-18 13:40:54,Comment,1,"Come in CC users. Take a seat, we have donuts."
2023-10-18 07:16:06,Comment,1,Cool I wish it's successful!
2023-10-18 07:15:52,Comment,1,Cool I wish it's successful!
2023-10-18 07:13:11,Comment,2,Whale games and difficult to understand. Better to not try to understand and make something stupid. DCA is the way
2023-10-18 07:11:30,Comment,1,I had only 160 moons lol
2023-10-18 07:10:38,Comment,1,We are the resistance!
2023-10-18 07:09:52,Comment,3,Good morning early adopters and future millionaires!
2023-10-17 22:24:06,Comment,2,Bronuts unite
2023-10-17 22:23:33,Comment,1,Me too. I panicked but after watching more posts I'm now more bullish than ever
2023-10-17 22:22:21,Comment,1,Donuts to the moon!!
2023-10-17 22:21:21,Comment,1,Our comeback will be epic!
2023-10-17 22:20:17,Comment,2,We will rise stronger than ever!
2023-10-17 22:16:01,Comment,2,Great news! I'm new in the community and I was worried but now I'm full of excitement again!!
2023-10-17 20:44:18,Comment,1,But can we still win donuts on reddit?
2023-10-17 20:26:49,Comment,1,"Sorry it was my fault, everything I touch die. I couldn't wait to have my first donuts on the 25th. 6 days in this community and the coin dies."
2023-10-17 19:31:18,Comment,1,So we don't win donuts anymore??
2023-10-17 19:30:18,Comment,1,Wait what?? I joined this community 6 days ago thinking about earning some donuts and now it's done??
2023-10-17 19:28:58,Comment,2,Wait what??
2023-10-17 17:02:43,Comment,1,They fooled me in 2021 and 2022 but not anymore!!!!
2023-10-17 17:01:33,Comment,2,"DCA is the way, DCA and walk away.... Yaaay"
2023-10-17 17:00:54,Comment,3,Wow what a barrel of hopium!!!
2023-10-17 15:46:51,Comment,0,"Seems like Larry Fink wants to become the next King of Crypto, but I'm sceptical for his motives. Hope I'm wrong and BlackRock don't fuck with us."
2023-10-17 15:44:47,Comment,1,"Mines are ready too. Leaving some usdt to deploy until the end of the year if we dump, but i already made most of my buys and I'm ready to ride this next bull like a proper cowboy woooo"
2023-10-17 15:43:21,Comment,1,Give me a barrel of hopium that lasts until the next bull market.
2023-10-17 15:40:45,Comment,1,Yeah it's always a problem this big boys with a huge chunk of the pie on a project
2023-10-17 15:39:53,Comment,1,Yes sir!
2023-10-17 14:19:01,Comment,0,Cointelegraph is a puppet from SEC
2023-10-17 14:18:27,Comment,1,He's such an evil lizard. Trow him in a pit!!!
2023-10-17 14:16:21,Comment,1,"So yesterday's news about spot etf approved was probably a trap by the SEC. Fuck those guys, what an evil organization! Fire them all!!!!"
2023-10-17 14:14:23,Comment,1,"The best thing we can do is to don't click on fake news sites, don't give them views!"
2023-10-17 11:58:14,Comment,1,I'm waiting for the distribution!
2023-10-17 11:57:56,Comment,1,I'm waiting for the distribution!
2023-10-17 11:57:30,Comment,1,I'm a bronut for life! Being a bronut is a way of living!
2023-10-17 11:54:52,Comment,1,Smart move from a smart guy!
2023-10-17 11:35:20,Comment,1,We are people. We are crypto. We are eth. WE ARE BRONUTS
2023-10-17 11:33:52,Comment,1,Ahah that was funny
2023-10-17 11:33:25,Comment,1,The only good thing SEC did in years.
2023-10-17 11:32:33,Comment,1,When donuts on kraken?
2023-10-17 11:32:01,Comment,1,"Did they trolled him too? I don't think so, this guys are too smarts, probably just coincidence."
2023-10-17 10:06:20,Comment,2,Always a good source of info sir!
2023-10-17 09:47:56,Comment,2,Yeah. We're are being played from all sides so just stick to the simple things and DCA
2023-10-17 09:47:07,Comment,1,Wtf ahahah
2023-10-17 09:46:39,Comment,0,Have a great gaming day!
2023-10-17 09:46:17,Comment,1,Yeah and we are here accumulating while retail is out!
2023-10-17 09:45:26,Comment,1,Yes that's my daily hopium
2023-10-17 09:44:58,Comment,1,Yeah i know!
2023-10-17 08:46:33,Comment,2,"Ben Armstrong AKA former BitBoy used to call them Coin Tell A Lie, seems like he got that part right."
2023-10-17 08:35:38,Comment,1,Thanks for the info OP. Knowledge is power!
2023-10-17 08:34:51,Comment,3,I'm not sure it's good news
2023-10-17 07:15:44,Comment,1,Mass adoption here we go! And we are the early adopters my bronuts friends!
2023-10-17 07:14:02,Comment,1,It seems to good to be true that now he's bslls deep into bitcoin...I think one day he's going to turn against crypto again!
2023-10-17 07:11:49,Comment,1,"Another day, another scam. Every single day news about scams!!"
2023-10-17 07:11:02,Comment,1,He's getting ready to buy donuts!!!
2023-10-17 07:09:44,Comment,2,Cointelegraph just announced Gensler is fired!!!!
