Date,Activity Type,Upvotes,Content
2023-11-19 04:56:29,Comment,1,!monthlystats
2023-11-19 03:59:30,Comment,1,Thankyou for the tip
2023-11-19 03:58:44,Comment,1,!tip 2
2023-11-19 03:58:18,Comment,1,!tip 2
2023-11-19 03:57:44,Comment,1,!tip 2
2023-11-18 18:51:01,Comment,1,!tip 2
2023-11-18 18:50:26,Comment,1,!tip 2
2023-11-18 18:49:03,Comment,1,!tip 2
2023-11-18 18:48:36,Comment,1,!tip 2
2023-11-18 18:47:17,Comment,2,!tip 2
2023-11-18 18:46:57,Comment,2,!tip 2
2023-11-18 05:11:35,Comment,1,As I've read in the comments there seems to be error in the data on dashboard. Mods please look into it
2023-11-15 16:52:17,Comment,1,!monthlystats
2023-11-15 16:51:17,Comment,1,!myactivity
2023-11-15 16:51:03,Comment,1,!mykarma
2023-11-15 16:47:34,Comment,2,"Lol, it did get confused"
2023-11-15 13:19:10,Comment,0,!myactivity
2023-11-15 13:18:58,Comment,0,!mykarma
2023-11-15 13:15:59,Comment,1,!myactivity
2023-11-15 13:14:37,Comment,1,!myactivity
2023-11-15 13:10:43,Comment,2,!monthlystats
2023-11-15 13:10:11,Comment,1,!donuts
2023-11-15 13:09:56,Comment,1,!mykarma
2023-11-15 13:03:13,Comment,1,!mykarma
2023-11-15 13:02:15,Comment,1,!tip 2
2023-11-15 13:02:03,Comment,1,!tip 2
2023-11-15 13:01:47,Comment,1,!tip 2
2023-11-15 13:00:33,Comment,0,!monthlystats
2023-11-15 13:00:15,Comment,0,!mykarma
2023-11-15 12:53:59,Comment,1,!monthlystats
2023-11-15 12:53:40,Comment,1,!mykarma
2023-11-13 05:31:11,Comment,1,!tip 3
2023-11-13 05:30:43,Comment,1,!tip 2
2023-11-13 05:28:11,Comment,1,!tip 2
2023-11-13 05:27:37,Comment,1,!tip 2
2023-11-13 05:27:15,Comment,1,!tip 2
2023-11-13 05:26:56,Comment,2,!tip 2
2023-11-13 05:26:00,Comment,0,[Automod] News
2023-11-09 18:55:14,Comment,1,Lol
2023-11-09 18:53:02,Comment,1,[Automod] News
2023-11-09 14:41:36,Comment,2,"Hey mate, Thank you so much the avatar. You do great things for community."
