Date,Activity Type,Upvotes,Content
2023-10-03 23:25:15,Comment,1,Congratulations brother let’s see I guess today we’ll know how much we’ll get
2023-10-03 23:24:41,Comment,2,Congratulations on your 2k donuts
2023-10-03 23:24:28,Comment,3,I wish the same
2023-10-03 23:24:19,Comment,2,5k donuts may be a good chunk for me
2023-10-03 23:23:48,Comment,2,Always they taste delicious
2023-10-03 23:23:38,Comment,2,I guess today’s the day for donut distri
2023-10-03 23:23:18,Comment,3,And I thank you too for being active here and make this daily more interactive
2023-10-03 23:22:48,Comment,2,Maybe you did that looks like you enjoying daily too much
2023-10-03 23:22:07,Comment,3,Stronger and together
2023-10-03 23:21:59,Comment,1,Well the good thing is I bought the dip
2023-10-03 23:21:41,Comment,2,I hope you are having a great day too
2023-10-03 23:21:31,Comment,2,Welcome back mate good to have you here
2023-10-02 23:28:16,Comment,2,I do believe bronut
2023-10-02 23:27:56,Comment,1,Don’t worry mate you get to know everything in daily
2023-10-02 23:27:35,Comment,2,RELEASE THE KRAKENN!!!!
2023-10-02 23:27:17,Comment,2,Yeah I agree to you
2023-10-02 23:26:37,Comment,2,Haha I hope this happen soon
2023-10-02 23:26:21,Comment,2,Bronuts before hoes
2023-10-02 23:26:08,Comment,2,Donuts are excited and like an adrenaline rush to all of us here
2023-10-02 23:25:38,Comment,2,I am doing great busy mining Fiat now got some free time enjoying with my bronuts in daily
2023-10-02 23:24:59,Comment,2,Hope the Pumptober gonna pump eth and donut
2023-10-02 23:24:36,Comment,2,Let’s make 5k is the new normal
2023-10-02 23:22:02,Comment,2,Have a great day my friend I hope you are excited for tomorrow’s distro
2023-10-02 23:21:34,Comment,2,I am living on hope and doses of hopium
2023-10-02 23:21:08,Comment,1,It’s just a beginning wait the Pumptober gonna pump us
2023-10-02 23:20:41,Comment,3,Not now definitely not before the listening happens
2023-10-02 23:20:19,Comment,2,Not gonna fall and become a prey to them I am holding strong
2023-10-02 23:19:35,Comment,2,Freshly baked donuts keep calling me everyday
2023-10-02 23:19:18,Comment,2,You too have a great day looks like you are not so active in quite a few days
2023-10-02 23:18:40,Comment,2,This is like hopium to me
2023-10-02 23:18:27,Comment,1,I always start my day commenting on daily and interacting with the best people around the globe
2023-10-02 23:18:03,Comment,2,Consistency and patience is the way
2023-10-02 23:17:44,Comment,1,Let’s hit it again or may be we can go beyond that
2023-10-02 23:17:24,Comment,2,Kraken is listening to our screams
2023-10-02 23:17:11,Comment,2,Bull run will make us all rich I hope
2023-10-02 23:16:47,Comment,2,This is like hopium to me
2023-10-02 23:16:31,Comment,1,This time it feels like it came too fast
2023-10-02 23:16:02,Comment,2,Well let’s see then wait for tomorr
2023-10-02 23:15:37,Comment,1,I guess tomorrow 4th is the distro date
2023-10-02 23:15:22,Comment,2,We are with you bronut
2023-10-02 23:15:08,Comment,2,Enjoying daily and this sub a lot this sub is the best
2023-10-02 23:14:45,Comment,3,Tomorrow is the distribution day
2023-10-02 23:14:36,Comment,2,Warm up we have to make till 5k comments
2023-10-02 23:14:16,Comment,2,Good to see you in daily
2023-10-02 23:14:05,Comment,2,I am up for it bro
2023-10-02 23:13:44,Comment,3, New day new daily I hope you guys excited for tomorrow it’s gonna be the distribution day
2023-10-01 23:33:08,Comment,2,Bullish on upcoming weeks and months
2023-10-01 23:32:52,Comment,2,True after so much bleeding my portfolio is healinh
2023-10-01 23:32:21,Comment,2,Lovely day for a start and a great month for crypto
2023-10-01 23:32:02,Comment,1,We’ll see $2000k soon
2023-10-01 23:31:31,Comment,2,That’s why I love Uptober it gives us the greens we want
2023-10-01 23:31:13,Comment,3,Right well they gonna pump too
2023-10-01 23:30:51,Comment,2,We all enjoy daily
2023-10-01 23:29:54,Comment,2,I am just loving it
2023-10-01 23:29:44,Comment,2,We all are donut is the one binds us all together
2023-10-01 23:29:08,Comment,2,Save some for the moon
2023-10-01 23:28:48,Comment,2,I love Pumptober and next November and December quite a good months for crypto
2023-10-01 23:28:21,Comment,1,Good to see you as well
2023-10-01 23:28:12,Comment,1,You are too welcomed
2023-10-01 23:27:54,Comment,1,Welcome back do not forget to come here brother
2023-10-01 23:27:33,Comment,2,That’s quite a hopium for all of us
2023-10-01 23:27:19,Comment,2,The pump we all want Uptober give us the pump
2023-10-01 23:26:59,Comment,2,Enjoying and loving my donuts here
2023-10-01 23:26:45,Comment,2,Making this sub more interactive
2023-10-01 23:26:12,Comment,2,Don’t worry we’ll be right back on track during bull run
2023-10-01 23:25:53,Comment,2,Btc being Brontosaurus
2023-10-01 23:25:05,Comment,2,It’s Pumptober so I am quite bullish
2023-10-01 23:24:44,Comment,2,Gonna do both
2023-10-01 17:51:55,Comment,2,I am ready to pay anything for this product please sell me
2023-09-30 23:50:44,Comment,2,Let’s hope for the spooky Pumptober
2023-09-30 23:49:58,Comment,1,Thanks mate this was helpful
2023-09-30 23:48:07,Comment,7,Without hustle and hardwork you cannot make money
2023-09-30 23:47:05,Comment,2,I wish they gonna list donut soon and before listing let’s earn some donuts
2023-09-30 23:42:58,Comment,2,I just want donut pumps
2023-09-30 23:42:03,Comment,2,Let’s hope Uptober is a good month for all of us
2023-09-30 23:41:37,Comment,1,🚀🚀🚀🚀🚀🚀🚀 let’s go the moon
2023-09-30 23:41:04,Comment,2,Pumptober will make us pump
2023-09-30 23:40:41,Comment,2,I will definitely not gonna forget it
2023-09-30 23:40:23,Comment,2,Good morning mate enjoying this weekend with my friend and earning donuts
2023-09-30 23:39:49,Comment,2,Let’s go Pumptober will go green and give us some pump
2023-09-30 23:38:58,Comment,2,Here comes the mjonir
2023-09-30 23:38:34,Comment,1,Done already
2023-09-30 23:38:20,Comment,4,Nobody knows the reason but I wish they just list donut soon
2023-09-30 23:37:56,Comment,3,Hardest yet sweetest
2023-09-30 23:37:26,Comment,3,Ultra mega bullish on eth and after etf eth will show the pump for sure
2023-09-30 23:36:38,Comment,1,Even I am ready to pay for it and watch
2023-09-30 23:36:21,Comment,1,Wish the judge would have agreed that every victim should punch on his face
2023-09-30 23:35:37,Comment,1,I would love to punch SBF real hard
2023-09-30 23:35:17,Comment,3,Time changes and so do the money earning methods
